awards,corporations,draft,expansions,generations,map,milestones,players,scores,timestamp,wgt,country,colonies,rank,key 
"['INDUSTRIALIST', 'DESERT SETTLER', 'ESTATE DEALER']","['POINT LUNA', 'ARCADIAN COMMUNITIES', 'CELESTIC']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'LEGEND']",3,"['140', '123', '99']",1568349145,NO,CZ,"['CALLISTO', 'CERES', 'ENCELADUS', 'EUROPA', 'LUNA']",0,-LoctBSAeeNKPxxC3nfB
"['BANKER', 'THERMALIST', 'VENUPHILE']","['CREDICOR', 'MINING GUILD', 'THARSIS REPUBLIC', 'PHOBOLOG']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",4,"['158', '117', '110', '84']",1568349796,NO,CZ,"['CALLISTO', 'CERES', 'ENCELADUS', 'EUROPA', 'PLUTO', 'TITAN']",0,-LocvfSM8RxrJ7U4WEmk
"['MAGNATE', 'EXCENTRIC', 'VENUPHILE']","['SATURN SYSTEMS', 'POINT LUNA', 'ARIDOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",3,"['105', '100', '95']",1568349907,NO,CZ,"['CERES', 'ENCELADUS', 'GANYMEDE', 'IO', 'LUNA', 'PLUTO']",0,-Locw5_xapA_NSjRVQmC
"['BANKER', 'THERMALIST']","['THARSIS REPUBLIC', 'INVENTRIX', 'VIRON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,THARSIS,"['MAYOR', 'GARDENER', 'HOVERLORD']",3,"['80', '68', '63']",1568353976,YES,US,"['EUROPA', 'IO', 'MIRANDA', 'PLUTO', 'TRITON']",1,-LodAcB7-Hs-sIg5aGyI
"['CELEBRITY', 'DESERT SETTLER', 'ESTATE DEALER']","['CHEUNG SHING MARS', 'INTERPLAN. CINEMATICS']",YES,"['CORPORATE', 'PRELUDE']",14,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'LEGEND']",2,"['150', '115']",1568355341,NO,HU,,0,-LodFooHeY2r7cNquRnh
"['CULTIVATOR', 'SPACE BARON', 'EXCENTRIC']","['SATURN SYSTEMS', 'VITOR', 'ARIDOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'POLAR EXPLORER']",3,"['155', '126', '118']",1568359005,YES,US,"['CALLISTO', 'LUNA', 'MIRANDA', 'PLUTO', 'TITAN', 'TRITON']",1,-LodTnhjcLOPWLtXAGCp
"['INDUSTRIALIST', 'BENEFACTOR']","['PHOBOLOG', 'INVENTRIX', 'POLYPHEMOS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",3,"['111', '107', '78']",1568391481,NO,CZ,"['CERES', 'EUROPA', 'IO', 'PLUTO', 'TRITON']",0,-LofPgNVfaF9-H_Hubqo
,"['SATURN SYSTEMS', 'POINT LUNA', 'PHOBOLOG']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,THARSIS,,3,"['130', '102', '92']",1568397935,NO,CZ,"['CERES', 'IO', 'LUNA', 'MIRANDA', 'PLUTO']",0,-LofnJ9IWmYZDT4p55yG
"['LANDLORD', 'SCIENTIST', 'THERMALIST']","['INTERPLAN. CINEMATICS', 'THORGATE', 'ECOLINE']",YES,['CORPORATE'],13,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['97', '88', '53']",1568397978,NO,US,,0,-LofnToZjFxoaAe3V4EZ
"['LANDLORD', 'BANKER', 'THERMALIST']","['MANUTECH', 'RECYCLON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['112', '106']",1568404016,NO,GB,,0,-Log9VltktWFsutzXauD
"['BANKER', 'THERMALIST', 'VENUPHILE']","['ARIDOR', 'VALLEY TRUST', 'HELION']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",12,THARSIS,"['MAYOR', 'PLANNER', 'HOVERLORD']",3,"['152', '128', '125']",1568406177,NO,SE,"['CALLISTO', 'EUROPA', 'IO', 'LUNA', 'MIRANDA', 'TITAN']",0,-LogHkI0WooqgQe0UoGd
"['INDUSTRIALIST', 'DESERT SETTLER', 'BENEFACTOR']","['POINT LUNA', 'CELESTIC', 'ARIDOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'HOVERLORD']",3,"['96', '70', '60']",1568410971,YES,DE,"['CERES', 'EUROPA', 'IO', 'LUNA', 'PLUTO', 'TRITON']",0,-Log_1qf-uVY0TgiRFeR
"['CULTIVATOR', 'MAGNATE', 'EXCENTRIC']","['ARIDOR', 'UNMI', 'POINT LUNA']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'RIM SETTLER']",3,"['121', '101', '98']",1568413107,YES,DE,"['CALLISTO', 'CERES', 'EUROPA', 'IO', 'MIRANDA', 'PLUTO']",2,-LoghBEhIInRR14ZaGsM
"['LANDLORD', 'THERMALIST', 'MINER']","['POLYPHEMOS', 'POSEIDON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",12,THARSIS,"['TERRAFORMER', 'GARDENER', 'HOVERLORD']",2,"['123', '113']",1568422410,NO,GB,"['CERES', 'EUROPA', 'IO', 'LUNA', 'TRITON']",0,-LohFfWD5w-ihWg-oLPG
"['BANKER', 'THERMALIST']","['INVENTRIX', 'ECOLINE', 'THARSIS REPUBLIC', 'THORGATE', 'HELION']",NO,,8,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",5,"['52', '50', '48', '40', '38']",1568461487,NO,BR,,0,-Loja5c51E8F-3UAl-bx
"['BANKER', 'MINER']","['THARSIS REPUBLIC', 'ECOLINE', 'INTERPLAN. CINEMATICS', 'PHOBOLOG', 'MINING GUILD']",NO,,8,THARSIS,"['MAYOR', 'GARDENER']",5,"['69', '53', '49', '49', '42']",1568461692,NO,BR,,0,-Lojas_BIoZLc4u66zBL
,"['BEGINNER', 'BEGINNER', 'BEGINNER', 'BEGINNER', 'BEGINNER']",NO,,6,THARSIS,,5,"['44', '41', '39', '37', '36']",1568461897,NO,BR,,0,-Lojbeffpf5-XcCaBnm4
['LANDLORD'],"['UNMI', 'INTERPLAN. CINEMATICS', 'PHOBOLOG', 'INVENTRIX', 'MINING GUILD']",NO,,8,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",5,"['53', '51', '48', '45', '36']",1568462129,NO,BR,,0,-LojcYHAhuvrspV-YiOL
"['SCIENTIST', 'THERMALIST']","['BEGINNER', 'BEGINNER', 'BEGINNER']",NO,,8,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['86', '79', '60']",1568462386,NO,BR,,0,-LojdX000F84627zgvsl
,"['THORGATE', 'ARIDOR']",NO,"['PRELUDE', 'COLONIES']",6,THARSIS,"['TERRAFORMER', 'MAYOR']",2,"['69', '27']",1568466156,NO,,,0,-LojrYi2HKo99LXXl7jb
"['LANDLORD', 'BANKER', 'MINER']","['VALLEY TRUST', 'POSEIDON', 'HELION', 'ROBINSON INDUSTRIES', 'INVENTRIX']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,THARSIS,"['BUILDER', 'PLANNER', 'HOVERLORD']",5,"['83', '70', '64', '56', '55']",1568473100,YES,NL,"['CALLISTO', 'CERES', 'GANYMEDE', 'IO', 'LUNA', 'MIRANDA', 'TRITON']",3,-LokH1k3vpjasMjmMp1V
"['BANKER', 'THERMALIST', 'MINER']","['CREDICOR', 'MINING GUILD', 'PHOBOLOG']",YES,['CORPORATE'],11,THARSIS,"['TERRAFORMER', 'BUILDER', 'PLANNER']",3,"['94', '72', '64']",1568484282,NO,US,,0,-LokwkauVqLq8a8ArBuW
"['LANDLORD', 'SCIENTIST', 'THERMALIST']","['SATURN SYSTEMS', 'PHOBOLOG', 'UNMI']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES']",11,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",3,"['106', '99', '94']",1568485194,NO,US,"['CERES', 'ENCELADUS', 'EUROPA', 'GANYMEDE', 'MIRANDA']",0,-Lol-AymXb0FMZn4neGk
"['MAGNATE', 'SPACE BARON', 'CONTRACTOR']","['SATURN SYSTEMS', 'INVENTRIX', 'VALLEY TRUST', 'TERACTOR', 'VIRON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,HELLAS,"['POLAR EXPLORER', 'RIM SETTLER', 'HOVERLORD']",5,"['89', '78', '70', '63', '52']",1568489313,NO,,"['CALLISTO', 'ENCELADUS', 'EUROPA', 'LUNA', 'PLUTO', 'TITAN', 'TRITON']",1,-LolEtEqRqteHUSuVjKY
"['LANDLORD', 'BANKER', 'MINER']","['ECOLINE', 'TERACTOR']",YES,"['CORPORATE', 'PRELUDE']",15,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",2,"['130', '122']",1568489558,NO,DE,,0,-LolFp0T0LREAg_60UGd
"['CULTIVATOR', 'SPACE BARON', 'EXCENTRIC']","['THARSIS REPUBLIC', 'SPLICE']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'POLAR EXPLORER']",2,"['122', '100']",1568493856,NO,GB,"['CERES', 'IO', 'LUNA', 'MIRANDA', 'PLUTO']",0,-LolWDNvZp7LetWCnNEp
"['CULTIVATOR', 'MAGNATE']","['HELION', 'INTERPLAN. CINEMATICS', 'THORGATE', 'TERACTOR']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",10,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",4,"['92', '86', '83', '78']",1568506860,NO,HR,"['ENCELADUS', 'EUROPA', 'IO', 'LUNA', 'TITAN', 'TRITON']",0,-LomHofVkczZkr9NCrg6
"['CULTIVATOR', 'EXCENTRIC', 'CONTRACTOR']","['THARSIS REPUBLIC', 'CHEUNG SHING MARS', 'VALLEY TRUST']",NO,"['CORPORATE', 'PRELUDE']",9,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'POLAR EXPLORER']",3,"['88', '85', '60']",1568531842,NO,US,,0,-Lonm7FfrUESWMrAD5DV
"['BANKER', 'SCIENTIST', 'VENUPHILE']","['PHILARES', 'CELESTIC', 'PRISTAR']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",12,THARSIS,"['MAYOR', 'PLANNER', 'HOVERLORD']",3,"['102', '102', '92']",1568545323,NO,US,,0,-Loo_YWaiAKJL5M4D_HZ
"['MAGNATE', 'VENUPHILE']","['TERACTOR', 'KUIPER BELT COOP.', 'PHOBOLOG']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",11,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",3,"['107', '96', '86']",1568545395,NO,US,,0,-Loo_pDGZphi2uW1AP2g
"['INDUSTRIALIST', 'BENEFACTOR']","['MANUTECH', 'RECYCLON', 'TERALABS']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",11,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'HOVERLORD']",3,"['98', '92', '83']",1568545461,NO,US,,0,-Looa4HOAqWpiwexIG57
"['DESERT SETTLER', 'ESTATE DEALER', 'VENUPHILE']","['MORNING STAR', 'THARSIS REPUBLIC', 'HELION', 'SATURN SYSTEMS', 'INVENTRIX']",YES,"['CORPORATE', 'VENUS', 'COLONIES']",10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",5,"['83', '79', '76', '59', '57']",1568555065,NO,,"['CALLISTO', 'ENCELADUS', 'EUROPA', 'IO', 'MIRANDA', 'PLUTO', 'TRITON']",0,-Lop9hUVodCPT1UyijEy
"['LANDLORD', 'SCIENTIST', 'THERMALIST']","['SATURN SYSTEMS', 'ROBINSON INDUSTRIES', 'THARSIS REPUBLIC']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",14,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",3,"['101', '97', '90']",1568556738,YES,MD,"['CALLISTO', 'CERES', 'PLUTO', 'TRITON']",2,-LopGI9yi5J2ujd7HcZz
"['CELEBRITY', 'DESERT SETTLER', 'BENEFACTOR']","['ROBINSON INDUSTRIES', 'TERACTOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",2,"['111', '108']",1568560596,NO,GB,"['CERES', 'ENCELADUS', 'GANYMEDE', 'IO', 'LUNA']",0,-LopUo9YvV2jzEzB2a9t
"['INDUSTRIALIST', 'DESERT SETTLER', 'ESTATE DEALER']","['ARKLIGHT', 'INVENTRIX', 'SATURN SYSTEMS']",NO,['CORPORATE'],10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'LEGEND']",3,"['70', '66', '66']",1568566563,NO,FR,,1,-LopqZMWE0T0fHpTRx6R
"['CELEBRITY', 'INDUSTRIALIST', 'VENUPHILE']","['CELESTIC', 'ARCADIAN COMMUNITIES']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,ELYSIUM,"['SPECIALIST', 'LEGEND', 'HOVERLORD']",2,"['101', '93']",1568568233,NO,GB,"['CALLISTO', 'IO', 'LUNA', 'MIRANDA', 'TITAN']",0,-Lopwwq-gVj6wcyuhzBu
"['DESERT SETTLER', 'ESTATE DEALER', 'VENUPHILE']","['PHOBOLOG', 'CELESTIC']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",14,ELYSIUM,"['GENERALIST', 'TYCOON', 'HOVERLORD']",2,"['186', '145']",1568569304,NO,DE,"['ENCELADUS', 'EUROPA', 'GANYMEDE', 'TITAN', 'TRITON']",0,-Loq01IqE2FHbqgZkny-
"['THERMALIST', 'MINER']","['INVENTRIX', 'TERACTOR', 'ROBINSON INDUSTRIES']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES']",8,THARSIS,"['MAYOR', 'GARDENER']",3,"['87', '78', '73']",1568577908,NO,US,"['EUROPA', 'GANYMEDE', 'IO', 'PLUTO', 'TITAN']",1,-LoqWr33YngBilHFs_Tv
"['CELEBRITY', 'BENEFACTOR']","['ROBINSON INDUSTRIES', 'CHEUNG SHING MARS', 'HELION']",YES,"['CORPORATE', 'PRELUDE']",10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",3,"['75', '73', '71']",1568582493,NO,CA,,1,-LoqnKqgHJy64cod-l5e
"['CULTIVATOR', 'EXCENTRIC', 'VENUPHILE']","['INVENTRIX', 'POLYPHEMOS', 'TERACTOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",3,"['91', '82', '65']",1568592522,NO,US,"['ENCELADUS', 'GANYMEDE', 'IO', 'LUNA', 'PLUTO']",1,-LorOayx2Ojg0zU9JtVF
"['SCIENTIST', 'THERMALIST', 'MINER']","['INVENTRIX', 'PHOBOLOG']",NO,['PRELUDE'],12,THARSIS,"['TERRAFORMER', 'BUILDER', 'PLANNER']",2,"['129', '102']",1568622942,NO,US,,1,-LotCdnaVMn348DqvI7G
['LANDLORD'],"['INTERPLAN. CINEMATICS', 'MINING GUILD']",YES,['CORPORATE'],12,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['124', '83']",1568659291,NO,US,,0,-LovNJ972Mu08NSRwL7i
"['CELEBRITY', 'DESERT SETTLER', 'BENEFACTOR']","['ECOLINE', 'PHOBOLOG']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",2,"['106', '76']",1568659562,NO,GB,"['CALLISTO', 'GANYMEDE', 'IO', 'MIRANDA', 'PLUTO']",0,-LovOL5fhyTRAiULOUSN
"['INDUSTRIALIST', 'DESERT SETTLER', 'BENEFACTOR']","['ARCADIAN COMMUNITIES', 'CREDICOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",12,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",2,"['117', '115']",1568667807,NO,GB,"['CALLISTO', 'EUROPA', 'IO', 'LUNA', 'MIRANDA']",0,-LovsmurwwJkPomL0UZW
"['LANDLORD', 'BANKER', 'THERMALIST']","['THARSIS REPUBLIC', 'SATURN SYSTEMS', 'THORGATE', 'CHEUNG SHING MARS']",YES,"['CORPORATE', 'PRELUDE']",9,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['92', '72', '56', '55']",1568672668,NO,HR,,0,-LowAKflNOzHMMUl6zJw
"['INDUSTRIALIST', 'ESTATE DEALER', 'VENUPHILE']","['POINT LUNA', 'MINING GUILD']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",13,ELYSIUM,"['SPECIALIST', 'LEGEND', 'HOVERLORD']",2,"['143', '134']",1568719269,YES,,"['ENCELADUS', 'GANYMEDE', 'MIRANDA', 'TITAN', 'TRITON']",0,-Loyx5odODcuRTRNUcSb
"['CULTIVATOR', 'EXCENTRIC', 'CONTRACTOR']","['SATURN SYSTEMS', 'THARSIS REPUBLIC', 'ROBINSON INDUSTRIES', 'POINT LUNA']",YES,"['CORPORATE', 'PRELUDE']",10,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'RIM SETTLER']",4,"['79', '79', '79', '74']",1568783319,NO,CZ,,0,-Lp1lQwoHcx5VbcQk7Ax
"['BANKER', 'THERMALIST', 'MINER']","['POINT LUNA', 'TERACTOR', 'MINING GUILD', 'THARSIS REPUBLIC']",YES,"['CORPORATE', 'PRELUDE']",9,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['73', '72', '71', '68']",1568783403,NO,CZ,,0,-Lp1lk_qBkrNj52YmVK2
"['INDUSTRIALIST', 'ESTATE DEALER', 'BENEFACTOR']","['UNMI', 'VALLEY TRUST', 'INVENTRIX', 'HELION']",YES,"['CORPORATE', 'PRELUDE']",9,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",4,"['91', '73', '65', '54']",1568811599,NO,CZ,,0,-Lp3SJJ2eyoS2olv-TvD
,"['CREDICOR', 'SATURN SYSTEMS', 'CELESTIC', 'RECYCLON', 'VALLEY TRUST']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,HELLAS,,5,"['99', '91', '79', '70', '66']",1568861998,NO,ID,,2,-Lp6S_97zsXe5xuEkny8
,"['VITOR', 'POINT LUNA', 'ARCADIAN COMMUNITIES', 'PHOBOLOG', 'MORNING STAR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,ELYSIUM,,5,"['78', '76', '70', '69', '69']",1568862054,NO,ID,,3,-Lp6Sml6ibtn8cpeD1GY
"['MAGNATE', 'SPACE BARON']","['PHOBOLOG', 'VITOR', 'VIRON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,HELLAS,"['ENERGIZER', 'RIM SETTLER', 'HOVERLORD']",3,"['122', '119', '114']",1568865324,YES,AR,"['CERES', 'ENCELADUS', 'EUROPA', 'LUNA', 'TRITON']",0,-Lp6eFwxdZoBer4loagX
"['BANKER', 'SCIENTIST', 'THERMALIST']","['POSEIDON', 'POINT LUNA']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,THARSIS,"['TERRAFORMER', 'BUILDER', 'HOVERLORD']",2,"['117', '116']",1568867902,YES,US,"['CALLISTO', 'ENCELADUS', 'GANYMEDE', 'LUNA', 'MIRANDA']",1,-Lp6o5RTlukOxPR95d0B
"['LANDLORD', 'BANKER', 'MINER']","['INVENTRIX', 'VALLEY TRUST']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",2,"['110', '109']",1568919579,NO,GB,"['CALLISTO', 'EUROPA', 'IO', 'MIRANDA', 'TITAN']",0,-Lp9tDuUJSDq5zAg8oM5
"['INDUSTRIALIST', 'DESERT SETTLER', 'BENEFACTOR']","['POLYPHEMOS', 'POSEIDON', 'INVENTRIX']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,ELYSIUM,"['SPECIALIST', 'LEGEND', 'HOVERLORD']",3,"['134', '120', '89']",1568920906,NO,SE,"['CALLISTO', 'ENCELADUS', 'GANYMEDE', 'IO', 'LUNA']",0,-Lp9yHvORE8BHDpK9wcT
"['LANDLORD', 'SCIENTIST', 'THERMALIST']","['STORMCRAFT', 'APHRODITE']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,THARSIS,"['MAYOR', 'GARDENER', 'HOVERLORD']",2,"['95', '93']",1568926124,NO,GB,"['CALLISTO', 'CERES', 'IO', 'LUNA', 'TITAN']",0,-LpAHBoTt1exCWhn2g97
"['LANDLORD', 'BANKER', 'SCIENTIST']","['THORGATE', 'STORMCRAFT', 'CREDICOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,THARSIS,"['GARDENER', 'PLANNER', 'HOVERLORD']",3,"['123', '112', '110']",1568931688,YES,DE,"['CALLISTO', 'ENCELADUS', 'EUROPA', 'GANYMEDE', 'PLUTO']",2,-LpAbQO_X_I46gMuH67N
"['LANDLORD', 'SCIENTIST']","['SATURN SYSTEMS', 'POINT LUNA', 'TERACTOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,THARSIS,"['MAYOR', 'PLANNER', 'HOVERLORD']",3,"['98', '89', '72']",1568956608,YES,US,"['GANYMEDE', 'IO', 'LUNA', 'PLUTO', 'TRITON']",1,-LpC5UDdrOior-wJDf-X
,"['CHEUNG SHING MARS', 'ECOLINE', 'POINT LUNA']",YES,"['CORPORATE', 'PRELUDE']",11,HELLAS,,3,"['102', '96', '88']",1568958663,NO,CZ,,0,-LpCDJjP2f5Pjeu-smC9
,"['SPLICE', 'SATURN SYSTEMS', 'THORGATE', 'ARCADIAN COMMUNITIES', 'THARSIS REPUBLIC']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,THARSIS,,5,"['103', '102', '101', '86', '83']",1568997787,NO,ID,,2,-LpEYZmVF4W6v1fmNtl1
,"['PHOBOLOG', 'TERACTOR', 'VITOR', 'VALLEY TRUST', 'POINT LUNA']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,ELYSIUM,,5,"['90', '88', '83', '73', '72']",1568997869,NO,ID,,0,-LpEYsrDJhmiUDcGXvhA
"['LANDLORD', 'BANKER', 'SCIENTIST']","['MINING GUILD', 'SATURN SYSTEMS', 'THARSIS REPUBLIC']",YES,['CORPORATE'],11,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['87', '77', '71']",1569000897,NO,US,,0,-LpEjQn-9GUjHCpWEyGd
"['LANDLORD', 'BANKER', 'SCIENTIST']","['VALLEY TRUST', 'THORGATE']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,THARSIS,"['GARDENER', 'BUILDER', 'HOVERLORD']",2,"['109', '105']",1569007057,NO,GB,"['CALLISTO', 'ENCELADUS', 'IO', 'LUNA', 'MIRANDA']",0,-LpF5w6xdcLBvDJAvW_z
"['SPACE BARON', 'CONTRACTOR']","['CHEUNG SHING MARS', 'VALLEY TRUST', 'ARKLIGHT', 'CELESTIC', 'ARIDOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,HELLAS,"['TACTICIAN', 'ENERGIZER', 'HOVERLORD']",5,"['67', '63', '62', '60', '59']",1569008378,NO,PL,"['EUROPA', 'GANYMEDE', 'IO', 'LUNA', 'MIRANDA', 'PLUTO', 'TITAN', 'TRITON']",0,-LpFAxv_yV9WrrvrvIIa
"['SPACE BARON', 'EXCENTRIC']","['ARIDOR', 'INTERPLAN. CINEMATICS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",12,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'HOVERLORD']",2,"['120', '116']",1569015500,NO,GB,"['ENCELADUS', 'EUROPA', 'GANYMEDE', 'IO', 'LUNA', 'PLUTO']",0,-LpFb8UldXK0Nehj7gSk
"['BANKER', 'SCIENTIST', 'MINER']","['PHOBOLOG', 'POINT LUNA', 'ECOLINE', 'ARIDOR']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",8,THARSIS,"['GARDENER', 'PLANNER', 'HOVERLORD']",4,"['83', '83', '68', '55']",1569022832,NO,HR,"['CALLISTO', 'ENCELADUS', 'GANYMEDE', 'LUNA', 'MIRANDA', 'TITAN', 'TRITON']",2,-LpG25nNdOSuqdQ74px0
"['SPACE BARON', 'EXCENTRIC', 'CONTRACTOR']","['UNMI', 'ECOLINE', 'THARSIS REPUBLIC', 'CREDICOR']",YES,"['CORPORATE', 'PRELUDE']",9,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'POLAR EXPLORER']",4,"['84', '79', '74', '69']",1569026052,NO,CZ,,3,-LpGENuEPN5UAnp6-KOJ
"['SCIENTIST', 'THERMALIST', 'MINER']","['CREDICOR', 'HELION', 'SPLICE']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES']",8,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",3,"['90', '75', '72']",1569030188,NO,US,"['CERES', 'GANYMEDE', 'LUNA', 'PLUTO', 'TITAN']",1,-LpGUA2o9ZmpVEPR0rY-
"['MAGNATE', 'SPACE BARON', 'CONTRACTOR']","['BEGINNER', 'BEGINNER', 'BEGINNER', 'BEGINNER']",NO,['CORPORATE'],8,HELLAS,"['TACTICIAN', 'POLAR EXPLORER', 'ENERGIZER']",4,"['65', '54', '49', '47']",1569037448,NO,,,0,-LpGurJmWh2r0czipp12
"['BANKER', 'SCIENTIST', 'THERMALIST']","['THARSIS REPUBLIC', 'CREDICOR', 'ARIDOR']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",12,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",3,"['112', '106', '105']",1569048487,NO,,"['CALLISTO', 'ENCELADUS', 'EUROPA', 'GANYMEDE', 'TITAN']",2,-LpHZyzCTLtXPfmzalvB
"['CULTIVATOR', 'MAGNATE', 'VENUPHILE']","['SATURN SYSTEMS', 'TERALABS', 'MINING GUILD']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",11,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'RIM SETTLER']",3,"['106', '93', '91']",1569069416,NO,US,,2,-LpIont6PfUBnLv468pG
"['INDUSTRIALIST', 'BENEFACTOR', 'VENUPHILE']","['VIRON', 'CHEUNG SHING MARS', 'ARKLIGHT']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",12,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'TYCOON']",3,"['103', '101', '96']",1569069492,NO,US,,0,-LpIp5_vL9wCpU8CsaOB
